question,original_result,generated_cypher,generated_result
What is the total revenue generated from each customer?,"[{""customerID"": ""ALFKI"", ""totalRevenue"": 4596.2}, {""customerID"": ""ANATR"", ""totalRevenue"": 1402.95}, {""customerID"": ""ANTON"", ""totalRevenue"": 7515.349999999999}, {""customerID"": ""AROUT"", ""totalRevenue"": 13806.5}, {""customerID"": ""BERGS"", ""totalRevenue"": 26968.150000000005}, {""customerID"": ""BLAUS"", ""totalRevenue"": 3239.8}, {""customerID"": ""BLONP"", ""totalRevenue"": 19088.0}, {""customerID"": ""BOLID"", ""totalRevenue"": 5297.8}, {""customerID"": ""BONAP"", ""totalRevenue"": 23850.95}, {""customerID"": ""BOTTM"", ""totalRevenue"": 22607.7}, {""customerID"": ""BSBEV"", ""totalRevenue"": 6089.9}, {""customerID"": ""CACTU"", ""totalRevenue"": 1814.8}, {""customerID"": ""CENTC"", ""totalRevenue"": 100.8}, {""customerID"": ""CHOPS"", ""totalRevenue"": 12886.3}, {""customerID"": ""COMMI"", ""totalRevenue"": 3810.75}, {""customerID"": ""CONSH"", ""totalRevenue"": 1719.1}, {""customerID"": ""DRACD"", ""totalRevenue"": 3763.21}, {""customerID"": ""DUMON"", ""totalRevenue"": 1615.9}, {""customerID"": ""EASTC"", ""totalRevenue"": 15033.660000000002}, {""customerID"": ""ERNSH"", ""totalRevenue"": 113236.68}, {""customerID"": ""FAMIA"", ""totalRevenue"": 4438.9}, {""customerID"": ""FOLIG"", ""totalRevenue"": 11666.9}, {""customerID"": ""FOLKO"", ""totalRevenue"": 32555.55}, {""customerID"": ""FRANK"", ""totalRevenue"": 28722.71}, {""customerID"": ""FRANR"", ""totalRevenue"": 3172.1600000000003}, {""customerID"": ""FRANS"", ""totalRevenue"": 1545.7}, {""customerID"": ""FURIB"", ""totalRevenue"": 7151.55}, {""customerID"": ""GALED"", ""totalRevenue"": 836.7}, {""customerID"": ""GODOS"", ""totalRevenue"": 11830.099999999999}, {""customerID"": ""GOURL"", ""totalRevenue"": 8702.23}, {""customerID"": ""GREAL"", ""totalRevenue"": 19711.13}, {""customerID"": ""GROSR"", ""totalRevenue"": 1488.7}, {""customerID"": ""HANAR"", ""totalRevenue"": 34101.15}, {""customerID"": ""HILAA"", ""totalRevenue"": 23611.58}, {""customerID"": ""HUNGC"", ""totalRevenue"": 3063.2000000000003}, {""customerID"": ""HUNGO"", ""totalRevenue"": 57317.39}, {""customerID"": ""ISLAT"", ""totalRevenue"": 6146.300000000001}, {""customerID"": ""KOENE"", ""totalRevenue"": 31745.75}, {""customerID"": ""LACOR"", ""totalRevenue"": 1992.0500000000002}, {""customerID"": ""LAMAI"", ""totalRevenue"": 10272.350000000002}, {""customerID"": ""LAUGB"", ""totalRevenue"": 522.5}, {""customerID"": ""LAZYK"", ""totalRevenue"": 357.0}, {""customerID"": ""LEHMS"", ""totalRevenue"": 21282.02}, {""customerID"": ""LETSS"", ""totalRevenue"": 3490.02}, {""customerID"": ""LILAS"", ""totalRevenue"": 17825.059999999998}, {""customerID"": ""LINOD"", ""totalRevenue"": 17889.549999999996}, {""customerID"": ""LONEP"", ""totalRevenue"": 4258.6}, {""customerID"": ""MAGAA"", ""totalRevenue"": 7603.849999999999}, {""customerID"": ""MAISD"", ""totalRevenue"": 10430.58}, {""customerID"": ""MEREP"", ""totalRevenue"": 32203.9}, {""customerID"": ""MORGK"", ""totalRevenue"": 5042.200000000001}, {""customerID"": ""NORTS"", ""totalRevenue"": 649.0}, {""customerID"": ""OCEAN"", ""totalRevenue"": 3460.2}, {""customerID"": ""OLDWO"", ""totalRevenue"": 16325.15}, {""customerID"": ""OTTIK"", ""totalRevenue"": 13157.5}, {""customerID"": ""PERIC"", ""totalRevenue"": 4242.200000000001}, {""customerID"": ""PICCO"", ""totalRevenue"": 26259.949999999997}, {""customerID"": ""PRINI"", ""totalRevenue"": 5317.099999999999}, {""customerID"": ""QUEDE"", ""totalRevenue"": 6973.63}, {""customerID"": ""QUEEN"", ""totalRevenue"": 30226.1}, {""customerID"": ""QUICK"", ""totalRevenue"": 117483.39}, {""customerID"": ""RANCH"", ""totalRevenue"": 2844.1}, {""customerID"": ""RATTC"", ""totalRevenue"": 52245.89999999999}, {""customerID"": ""REGGC"", ""totalRevenue"": 7555.6}, {""customerID"": ""RICAR"", ""totalRevenue"": 12924.4}, {""customerID"": ""RICSU"", ""totalRevenue"": 20033.199999999997}, {""customerID"": ""ROMEY"", ""totalRevenue"": 1467.29}, {""customerID"": ""SANTG"", ""totalRevenue"": 5735.15}, {""customerID"": ""SAVEA"", ""totalRevenue"": 115673.39}, {""customerID"": ""SEVES"", ""totalRevenue"": 17172.05}, {""customerID"": ""SIMOB"", ""totalRevenue"": 18138.45}, {""customerID"": ""SPECD"", ""totalRevenue"": 2423.35}, {""customerID"": ""SPLIR"", ""totalRevenue"": 12489.699999999999}, {""customerID"": ""SUPRD"", ""totalRevenue"": 24704.399999999998}, {""customerID"": ""THEBI"", ""totalRevenue"": 3361.0}, {""customerID"": ""THECR"", ""totalRevenue"": 1947.24}, {""customerID"": ""TOMSP"", ""totalRevenue"": 4954.0}, {""customerID"": ""TORTU"", ""totalRevenue"": 10812.150000000001}, {""customerID"": ""TRADH"", ""totalRevenue"": 7310.62}, {""customerID"": ""TRAIH"", ""totalRevenue"": 1571.2}, {""customerID"": ""VAFFE"", ""totalRevenue"": 16643.800000000003}, {""customerID"": ""VICTE"", ""totalRevenue"": 9937.1}, {""customerID"": ""VINET"", ""totalRevenue"": 1480.0}, {""customerID"": ""WANDK"", ""totalRevenue"": 10653.85}, {""customerID"": ""WARTH"", ""totalRevenue"": 16617.1}, {""customerID"": ""WELLI"", ""totalRevenue"": 6480.700000000001}, {""customerID"": ""WHITC"", ""totalRevenue"": 29073.45}, {""customerID"": ""WILMK"", ""totalRevenue"": 3161.35}, {""customerID"": ""WOLZA"", ""totalRevenue"": 3531.95}]","MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[r:ORDERS]->(p:Product) WITH c, SUM(r.quantity * p.unitPrice) AS TotalRevenue RETURN c.companyName AS Customer, TotalRevenue ORDER BY TotalRevenue DESC LIMIT 50;","[{""Customer"": ""QUICK-Stop"", ""TotalRevenue"": 122199.74}, {""Customer"": ""Save-a-lot Markets"", ""TotalRevenue"": 120718.85}, {""Customer"": ""Ernst Handel"", ""TotalRevenue"": 120390.08999999998}, {""Customer"": ""Hungry Owl All-Night Grocers"", ""TotalRevenue"": 60397.91}, {""Customer"": ""Rattlesnake Canyon Grocery"", ""TotalRevenue"": 58562.42}, {""Customer"": ""M\u00e8re Paillarde"", ""TotalRevenue"": 36878.5}, {""Customer"": ""Hanari Carnes"", ""TotalRevenue"": 34916.6}, {""Customer"": ""Queen Cozinha"", ""TotalRevenue"": 34043.9}, {""Customer"": ""Folk och f\u00e4 HB"", ""TotalRevenue"": 33477.95}, {""Customer"": ""K\u00f6niglich Essen"", ""TotalRevenue"": 32902.619999999995}, {""Customer"": ""Frankenversand"", ""TotalRevenue"": 31794.43}, {""Customer"": ""White Clover Markets"", ""TotalRevenue"": 30417.600000000002}, {""Customer"": ""Piccolo und mehr"", ""TotalRevenue"": 29594.999999999996}, {""Customer"": ""Berglunds snabbk\u00f6p"", ""TotalRevenue"": 28355.750000000004}, {""Customer"": ""Supr\u00eames d\u00e9lices"", ""TotalRevenue"": 27918.399999999998}, {""Customer"": ""HILARION-Abastos"", ""TotalRevenue"": 25633.38}, {""Customer"": ""Bon app'"", ""TotalRevenue"": 25360.0}, {""Customer"": ""Bottom-Dollar Markets"", ""TotalRevenue"": 24429.149999999998}, {""Customer"": ""Blondesddsl p\u00e8re et fils"", ""TotalRevenue"": 22606.05}, {""Customer"": ""Lehmanns Marktstand"", ""TotalRevenue"": 22506.87}, {""Customer"": ""Richter Supermarkt"", ""TotalRevenue"": 21210.449999999997}, {""Customer"": ""Simons bistro"", ""TotalRevenue"": 21062.25}, {""Customer"": ""LILA-Supermercado"", ""TotalRevenue"": 19819.66}, {""Customer"": ""Great Lakes Food Market"", ""TotalRevenue"": 19711.13}, {""Customer"": ""Seven Seas Imports"", ""TotalRevenue"": 18929.15}, {""Customer"": ""Wartian Herkku"", ""TotalRevenue"": 18467.300000000003}, {""Customer"": ""LINO-Delicateses"", ""TotalRevenue"": 18429.549999999996}, {""Customer"": ""Old World Delicatessen"", ""TotalRevenue"": 18039.25}, {""Customer"": ""Vaffeljernet"", ""TotalRevenue"": 17976.82}, {""Customer"": ""Eastern Connection"", ""TotalRevenue"": 16037.750000000002}, {""Customer"": ""Split Rail Beer & Ale"", ""TotalRevenue"": 14718.519999999999}, {""Customer"": ""Around the Horn"", ""TotalRevenue"": 14264.5}, {""Customer"": ""Ottilies K\u00e4seladen"", ""TotalRevenue"": 13893.7}, {""Customer"": ""Ricardo Adocicados"", ""TotalRevenue"": 13848.25}, {""Customer"": ""Chop-suey Chinese"", ""TotalRevenue"": 13336.099999999999}, {""Customer"": ""Folies gourmandes"", ""TotalRevenue"": 12263.7}, {""Customer"": ""Godos Cocina T\u00edpica"", ""TotalRevenue"": 12143.099999999999}, {""Customer"": ""Tortuga Restaurante"", ""TotalRevenue"": 11667.249999999998}, {""Customer"": ""Die Wandernde Kuh"", ""TotalRevenue"": 11623.55}, {""Customer"": ""La maison d'Asie"", ""TotalRevenue"": 11514.050000000001}, {""Customer"": ""Victuailles en stock"", ""TotalRevenue"": 10823.3}, {""Customer"": ""Maison Dewey"", ""TotalRevenue"": 10430.58}, {""Customer"": ""Gourmet Lanchonetes"", ""TotalRevenue"": 8957.23}, {""Customer"": ""Magazzini Alimentari Riuniti"", ""TotalRevenue"": 8313.349999999999}, {""Customer"": ""Furia Bacalhau e Frutos do Mar"", ""TotalRevenue"": 8025.0}, {""Customer"": ""Que Del\u00edcia"", ""TotalRevenue"": 7789.530000000001}, {""Customer"": ""Reggiani Caseifici"", ""TotalRevenue"": 7762.2}, {""Customer"": ""Tradi\u00e7\u00e3o Hipermercados"", ""TotalRevenue"": 7684.62}, {""Customer"": ""Antonio Moreno Taquer\u00eda"", ""TotalRevenue"": 7616.15}, {""Customer"": ""Wellington Importadora"", ""TotalRevenue"": 7085.3}]"
What are the 3 most frequently supplied products by 'Exotic Liquids'?,"[{""p.productName"": ""Chai"", ""supplyCount"": 1}, {""p.productName"": ""Chang"", ""supplyCount"": 1}, {""p.productName"": ""Aniseed Syrup"", ""supplyCount"": 1}]","MATCH (s:Supplier {companyName: ""Exotic Liquids""})-[:SUPPLIES]->(p:Product) WITH p, COUNT(*) AS supplyCount RETURN p.productName AS Product, supplyCount ORDER BY supplyCount DESC LIMIT 3;","[{""Product"": ""Chai"", ""supplyCount"": 1}, {""Product"": ""Chang"", ""supplyCount"": 1}, {""Product"": ""Aniseed Syrup"", ""supplyCount"": 1}]"
Which 3 customers have purchased the most products by quantity?,"[{""customer"": ""Save-a-lot Markets"", ""totalQuantity"": 4958}, {""customer"": ""Ernst Handel"", ""totalQuantity"": 4543}, {""customer"": ""QUICK-Stop"", ""totalQuantity"": 3961}]","MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[r:ORDERS]->(p:Product) WITH c, SUM(r.quantity) AS totalQuantityPurchased RETURN c.companyName AS Customer, totalQuantityPurchased ORDER BY totalQuantityPurchased DESC LIMIT 3;","[{""Customer"": ""Save-a-lot Markets"", ""totalQuantityPurchased"": 4958}, {""Customer"": ""Ernst Handel"", ""totalQuantityPurchased"": 4543}, {""Customer"": ""QUICK-Stop"", ""totalQuantityPurchased"": 3961}]"
List the customers who have placed orders that include products from both the 'Beverages' and 'Seafood' categories.,"[{""c.companyName"": ""Toms Spezialit\u00e4ten""}, {""c.companyName"": ""La maison d'Asie""}, {""c.companyName"": ""Du monde entier""}, {""c.companyName"": ""Vaffeljernet""}, {""c.companyName"": ""Ricardo Adocicados""}, {""c.companyName"": ""Hungry Owl All-Night Grocers""}, {""c.companyName"": ""LINO-Delicateses""}, {""c.companyName"": ""Folk och f\u00e4 HB""}, {""c.companyName"": ""Ottilies K\u00e4seladen""}, {""c.companyName"": ""Wellington Importadora""}, {""c.companyName"": ""Bottom-Dollar Markets""}, {""c.companyName"": ""Queen Cozinha""}, {""c.companyName"": ""Laughing Bacchus Wine Cellars""}, {""c.companyName"": ""Frankenversand""}, {""c.companyName"": ""The Cracker Box""}, {""c.companyName"": ""Pericles Comidas cl\u00e1sicas""}, {""c.companyName"": ""Ernst Handel""}, {""c.companyName"": ""Folies gourmandes""}, {""c.companyName"": ""Save-a-lot Markets""}, {""c.companyName"": ""Berglunds snabbk\u00f6p""}, {""c.companyName"": ""White Clover Markets""}, {""c.companyName"": ""QUICK-Stop""}, {""c.companyName"": ""HILARION-Abastos""}, {""c.companyName"": ""Cactus Comidas para llevar""}, {""c.companyName"": ""Split Rail Beer & Ale""}, {""c.companyName"": ""Sp\u00e9cialit\u00e9s du monde""}, {""c.companyName"": ""Simons bistro""}, {""c.companyName"": ""K\u00f6niglich Essen""}, {""c.companyName"": ""Richter Supermarkt""}, {""c.companyName"": ""Blondesddsl p\u00e8re et fils""}, {""c.companyName"": ""Gourmet Lanchonetes""}, {""c.companyName"": ""Wilman Kala""}, {""c.companyName"": ""Island Trading""}, {""c.companyName"": ""Bon app'""}, {""c.companyName"": ""Victuailles en stock""}, {""c.companyName"": ""Wartian Herkku""}, {""c.companyName"": ""La corne d'abondance""}, {""c.companyName"": ""Rattlesnake Canyon Grocery""}, {""c.companyName"": ""Familia Arquibaldo""}, {""c.companyName"": ""Tortuga Restaurante""}, {""c.companyName"": ""GROSELLA-Restaurante""}, {""c.companyName"": ""Old World Delicatessen""}, {""c.companyName"": ""Alfreds Futterkiste""}, {""c.companyName"": ""Magazzini Alimentari Riuniti""}, {""c.companyName"": ""Godos Cocina T\u00edpica""}, {""c.companyName"": ""Lehmanns Marktstand""}]","MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[:ORDERS]->(p:Product)-[:PART_OF]->(cat:Category) WHERE cat.categoryName IN [""Beverages"", ""Seafood""] WITH c, COLLECT(DISTINCT cat.categoryName) AS categories WHERE SIZE(categories) = 2 RETURN c.companyName AS Customer LIMIT 50;","[{""Customer"": ""White Clover Markets""}, {""Customer"": ""Ernst Handel""}, {""Customer"": ""Toms Spezialit\u00e4ten""}, {""Customer"": ""Save-a-lot Markets""}, {""Customer"": ""The Big Cheese""}, {""Customer"": ""La maison d'Asie""}, {""Customer"": ""Antonio Moreno Taquer\u00eda""}, {""Customer"": ""Vaffeljernet""}, {""Customer"": ""Du monde entier""}, {""Customer"": ""Familia Arquibaldo""}, {""Customer"": ""Cactus Comidas para llevar""}, {""Customer"": ""Ricardo Adocicados""}, {""Customer"": ""Hungry Owl All-Night Grocers""}, {""Customer"": ""Island Trading""}, {""Customer"": ""LINO-Delicateses""}, {""Customer"": ""Folk och f\u00e4 HB""}, {""Customer"": ""Ana Trujillo Emparedados y helados""}, {""Customer"": ""Supr\u00eames d\u00e9lices""}, {""Customer"": ""HILARION-Abastos""}, {""Customer"": ""B's Beverages""}, {""Customer"": ""Wellington Importadora""}, {""Customer"": ""QUICK-Stop""}, {""Customer"": ""Around the Horn""}, {""Customer"": ""K\u00f6niglich Essen""}, {""Customer"": ""Godos Cocina T\u00edpica""}, {""Customer"": ""Trail's Head Gourmet Provisioners""}, {""Customer"": ""Great Lakes Food Market""}, {""Customer"": ""Blondesddsl p\u00e8re et fils""}, {""Customer"": ""La corne d'abondance""}, {""Customer"": ""Ottilies K\u00e4seladen""}, {""Customer"": ""Reggiani Caseifici""}, {""Customer"": ""Bottom-Dollar Markets""}, {""Customer"": ""LILA-Supermercado""}, {""Customer"": ""Die Wandernde Kuh""}, {""Customer"": ""Richter Supermarkt""}, {""Customer"": ""Queen Cozinha""}, {""Customer"": ""Victuailles en stock""}, {""Customer"": ""Laughing Bacchus Wine Cellars""}, {""Customer"": ""Tortuga Restaurante""}, {""Customer"": ""Magazzini Alimentari Riuniti""}, {""Customer"": ""Frankenversand""}, {""Customer"": ""Lonesome Pine Restaurant""}, {""Customer"": ""The Cracker Box""}, {""Customer"": ""Pericles Comidas cl\u00e1sicas""}, {""Customer"": ""Lehmanns Marktstand""}, {""Customer"": ""Sant\u00e9 Gourmet""}, {""Customer"": ""Que Del\u00edcia""}, {""Customer"": ""Romero y tomillo""}, {""Customer"": ""Folies gourmandes""}, {""Customer"": ""Berglunds snabbk\u00f6p""}]"
List the first 3 customers who have never ordered a discontinued product.,"[{""customerName"": ""North/South"", ""contactName"": ""Simon Crowther"", ""customerID"": ""NORTS""}, {""customerName"": ""Victuailles en stock"", ""contactName"": ""Mary Saveley"", ""customerID"": ""VICTE""}, {""customerName"": ""B's Beverages"", ""contactName"": ""Victoria Ashworth"", ""customerID"": ""BSBEV""}]",,"""Sorry, I couldn't find an answer to your question"""
Which 3 suppliers provide products in the 'Dairy Products' category?,"[{""s.companyName"": ""Norske Meierier""}, {""s.companyName"": ""Gai p\u00e2turage""}, {""s.companyName"": ""Formaggi Fortini s.r.l.""}]","MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:PART_OF]->(c:Category {categoryName: ""Dairy Products""}) RETURN DISTINCT s.companyName AS Supplier LIMIT 3;","[{""Supplier"": ""Norske Meierier""}, {""Supplier"": ""Gai p\u00e2turage""}, {""Supplier"": ""Formaggi Fortini s.r.l.""}]"
Which suppliers supply to more than one category?,"[{""Supplier"": ""Pavlova"", ""categories"": [""1"", ""2"", ""3"", ""6"", ""8""]}, {""Supplier"": ""Karkki Oy"", ""categories"": [""1"", ""3""]}, {""Supplier"": ""Leka Trading"", ""categories"": [""1"", ""2"", ""5""]}, {""Supplier"": ""Plutzer Lebensmittelgro\u00dfm\u00e4rkte AG"", ""categories"": [""1"", ""2"", ""5"", ""6"", ""7""]}, {""Supplier"": ""Exotic Liquids"", ""categories"": [""1"", ""2""]}, {""Supplier"": ""For\u00eats d'\u00e9rables"", ""categories"": [""2"", ""3""]}, {""Supplier"": ""Mayumi's"", ""categories"": [""2"", ""7"", ""8""]}, {""Supplier"": ""Grandma Kelly's Homestead"", ""categories"": [""2"", ""7""]}, {""Supplier"": ""G'day"", ""categories"": [""5"", ""6"", ""7""]}, {""Supplier"": ""Tokyo Traders"", ""categories"": [""6"", ""7"", ""8""]}]","MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:PART_OF]->(c:Category) WITH s, COUNT(DISTINCT c) AS categoryCount WHERE categoryCount > 1 RETURN s.companyName AS Supplier, categoryCount LIMIT 50;","[{""Supplier"": ""Pavlova"", ""categoryCount"": 5}, {""Supplier"": ""Karkki Oy"", ""categoryCount"": 2}, {""Supplier"": ""Leka Trading"", ""categoryCount"": 3}, {""Supplier"": ""Plutzer Lebensmittelgro\u00dfm\u00e4rkte AG"", ""categoryCount"": 5}, {""Supplier"": ""Exotic Liquids"", ""categoryCount"": 2}, {""Supplier"": ""For\u00eats d'\u00e9rables"", ""categoryCount"": 2}, {""Supplier"": ""Mayumi's"", ""categoryCount"": 3}, {""Supplier"": ""Grandma Kelly's Homestead"", ""categoryCount"": 2}, {""Supplier"": ""G'day"", ""categoryCount"": 3}, {""Supplier"": ""Tokyo Traders"", ""categoryCount"": 3}]"
Which product (`productName`) has the highest difference between its `unitsInStock` and `reorderLevel`?,"[{""p.productName"": ""Rh\u00f6nbr\u00e4u Klosterbier""}]","MATCH (p:Product) WITH p, (p.unitsInStock - p.reorderLevel) AS stockDifference RETURN p.productName AS Product, stockDifference ORDER BY stockDifference DESC LIMIT 1;","[{""Product"": ""Rh\u00f6nbr\u00e4u Klosterbier"", ""stockDifference"": 100}]"
List the top 5 products with the lowest units in stock.,"[{""p.productName"": ""Th\u00fcringer Rostbratwurst"", ""p.unitsInStock"": 0}, {""p.productName"": ""Gorgonzola Telino"", ""p.unitsInStock"": 0}, {""p.productName"": ""Alice Mutton"", ""p.unitsInStock"": 0}, {""p.productName"": ""Chef Anton's Gumbo Mix"", ""p.unitsInStock"": 0}, {""p.productName"": ""Perth Pasties"", ""p.unitsInStock"": 0}]","MATCH (p:Product) RETURN p.productName AS Product, p.unitsInStock AS UnitsInStock ORDER BY p.unitsInStock ASC LIMIT 5;","[{""Product"": ""Th\u00fcringer Rostbratwurst"", ""UnitsInStock"": 0}, {""Product"": ""Gorgonzola Telino"", ""UnitsInStock"": 0}, {""Product"": ""Alice Mutton"", ""UnitsInStock"": 0}, {""Product"": ""Chef Anton's Gumbo Mix"", ""UnitsInStock"": 0}, {""Product"": ""Perth Pasties"", ""UnitsInStock"": 0}]"
List the orders that include the top 3 most expensive products.,"[{""o.orderID"": ""10828""}, {""o.orderID"": ""10805""}, {""o.orderID"": ""10353""}, {""o.orderID"": ""10783""}, {""o.orderID"": ""10672""}, {""o.orderID"": ""10351""}, {""o.orderID"": ""10329""}, {""o.orderID"": ""10981""}, {""o.orderID"": ""10518""}, {""o.orderID"": ""10479""}, {""o.orderID"": ""10831""}, {""o.orderID"": ""10964""}, {""o.orderID"": ""10816""}, {""o.orderID"": ""10417""}, {""o.orderID"": ""10817""}, {""o.orderID"": ""10540""}, {""o.orderID"": ""10541""}, {""o.orderID"": ""10360""}, {""o.orderID"": ""10616""}, {""o.orderID"": ""10889""}, {""o.orderID"": ""10865""}, {""o.orderID"": ""10424""}, {""o.orderID"": ""11032""}, {""o.orderID"": ""10372""}, {""o.orderID"": ""10290""}, {""o.orderID"": ""10834""}, {""o.orderID"": ""10772""}, {""o.orderID"": ""10583""}, {""o.orderID"": ""10787""}, {""o.orderID"": ""11006""}, {""o.orderID"": ""10382""}, {""o.orderID"": ""10897""}, {""o.orderID"": ""10791""}, {""o.orderID"": ""11030""}, {""o.orderID"": ""10629""}, {""o.orderID"": ""10857""}, {""o.orderID"": ""10400""}, {""o.orderID"": ""10465""}, {""o.orderID"": ""10666""}, {""o.orderID"": ""10698""}, {""o.orderID"": ""10354""}, {""o.orderID"": ""10305""}, {""o.orderID"": ""10440""}, {""o.orderID"": ""10510""}, {""o.orderID"": ""10691""}, {""o.orderID"": ""10993""}, {""o.orderID"": ""10912""}, {""o.orderID"": ""10624""}, {""o.orderID"": ""10369""}, {""o.orderID"": ""10971""}, {""o.orderID"": ""10268""}, {""o.orderID"": ""11007""}, {""o.orderID"": ""10687""}, {""o.orderID"": ""10801""}, {""o.orderID"": ""10893""}, {""o.orderID"": ""10693""}, {""o.orderID"": ""10420""}, {""o.orderID"": ""10515""}, {""o.orderID"": ""10848""}]","MATCH (p:Product) WITH p ORDER BY p.unitPrice DESC LIMIT 3 MATCH (o:Order)-[:ORDERS]->(p) RETURN o.orderID AS OrderID, p.productName AS Product, p.unitPrice AS Price LIMIT 50;","[{""OrderID"": ""10828"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10805"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10353"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10783"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10672"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10351"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10329"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10981"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10518"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10479"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10831"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10964"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10816"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10417"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10817"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10540"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10541"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10360"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10616"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10889"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10865"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10424"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""11032"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10372"", ""Price"": 263.5, ""Product"": ""C\u00f4te de Blaye""}, {""OrderID"": ""10290"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10834"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10772"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10583"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10787"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""11006"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10382"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10897"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10791"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""11030"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10629"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10857"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10400"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10465"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10666"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10698"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10354"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10305"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10440"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10510"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10691"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10360"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10993"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10912"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10624"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}, {""OrderID"": ""10369"", ""Price"": 123.79, ""Product"": ""Th\u00fcringer Rostbratwurst""}]"
